r_lambda_over_NA,Airy,Gaussian
0.6665639445300462,0.004128989925120037,0.009525775139862566
0.6687211093990755,0.004392149131946319,0.009242673393566889
0.6708782742681048,0.004659131786194592,0.008967111145162195
0.673035439137134,0.004929562681194691,0.008698916531382044
0.6751926040061633,0.005203073096133266,0.008437920698773303
0.6773497688751926,0.005479300857742559,0.008183957778524641
0.6795069337442219,0.0057578903984659095,0.007936864860616297
0.6816640986132511,0.006038492811106841,0.007696481967326499
0.6838212634822803,0.00632076589996933,0.007462652026128989
0.6859784283513096,0.006604374228499153,0.007235220842015792
0.6881355932203389,0.006888989163437384,0.007014037069278484
0.6902927580893682,0.00717428891549881,0.006798952182780703
0.6924499229583975,0.00745995857658916,0.006589820448753927
0.6946070878274268,0.007745690153577166,0.006386498895147914
0.696764252696456,0.008031182598638064,0.006188847281566602
0.6989214175654853,0.008316141836187686,0.005996728068819356
0.7010785824345146,0.008600280786426561,0.005810006388117171
0.7032357473035439,0.008883319385515611,0.005628550009942405
0.7053929121725732,0.009164984602406518,0.005452229312620148
0.7075500770416024,0.009445010452350192,0.005280917250618618
0.7097072419106317,0.009723138007109743,0.005114489322605272
0.711864406779661,0.009999115401903775,0.004952823539284692
0.7140215716486903,0.01027269783910906,0.004795800391043591
0.7161787365177196,0.010543647588751188,0.004643302815427673
0.7183359013867487,0.010811733985814512,0.00449521616447434
0.720493066255778,0.011076733424402765,0.0043514281719246265
0.7226502311248073,0.011338429348783789,0.004211828920337128
0.7248073959938366,0.011596612241352508,0.0040763108081258706
0.7269645608628659,0.01185107960754761,0.003944768516543603
0.7291217257318952,0.012101635957758686,0.003817098976631225
0.7312788906009244,0.012348092786261314,0.0036932013361534563
0.7334360554699537,0.01259026854721908,0.0035729769265402255
0.735593220338983,0.012827988627792188,0.0034563292298526293
0.7377503852080123,0.013061085318393837,0.00334316384579162
0.7399075500770416,0.013289397780135966,0.0032333884587670246
0.7420647149460708,0.013512772009507392,0.003126912805043932
0.7442218798151001,0.013731060800328354,0.003023648639982694
0.7463790446841294,0.013944123703025708,0.002923509705388427
0.7485362095531587,0.014151826981275095,0.002826411696985111
0.750693374422188,0.014354043566056013,0.0027322722320288987
0.7528505392912173,0.01455065300716766,0.002641010817074667
0.7550077041602464,0.014741541422253127,0.0025525488159092277
0.7571648690292757,0.014926601443381714,0.0024668094176640964
0.759322033898305,0.015105732161238195,0.002383717605120199
0.7614791987673343,0.015278839066970105,0.0023032001232162237
0.7636363636363636,0.015445833991743959,0.0022251854477719616
0.7657935285053928,0.015606635044062065,0.0021496037544373498
0.7679506933744221,0.01576116654489263,0.002076386887877431
0.7701078582434514,0.015909358960665906,0.002005468331202976
0.7722650231124807,0.01605114883419023,0.0019367831756559846
0.77442218798151,0.016186478713541792,0.0018702680905588042
0.7765793528505393,0.01631529707898323,0.0018058612935351465
0.7787365177195685,0.01643755826796565,0.001743502521010813
0.7808936825885978,0.016553222398270083,0.0016831329990014388
